gold_close,gold_high,gold_low,gold_open,copper,MSCI,NASDAQ,RUT,silver,SP500
2195.0,2231.3,2178.9,2200.1,4.0585,563.78,16401.84,2098.56,24.881,5241.5
2171.0,2201.4,2164.2,2171.3,4.0515,559.14,16369.41,2074.88,24.977,5224.6
2169.8,2175.0,2162.1,2174.2,4.0745,564.33,16166.79,2035.71,25.008,5178.5
2174.5,2176.0,2160.0,2169.1,4.13,550.39,16103.45,2024.74,25.138,5149.4
2171.6,2186.7,2169.4,2175.5,4.1245,544.74,15973.17,2039.32,25.256,5117.1
2167.5,2181.3,2157.0,2179.5,4.0455,553.07,16128.53,2031.18,25.06,5150.5
2180.8,2185.6,2161.3,2163.6,4.06,557.52,16177.77,2071.71,25.156,5165.3
2166.1,2190.8,2156.2,2189.1,3.932,565.8,16265.64,2065.48,24.394,5175.3
2188.6,2195.5,2180.9,2187.6,3.9285,564.3,16019.27,2065.88,24.715,5117.9
2185.5,2203.0,2161.2,2166.6,3.8915,551.5,16085.11,2082.71,24.549,5123.7
2165.2,2172.2,2151.7,2156.7,3.926,550.17,16273.38,2084.74,24.578,5157.4
2158.2,2160.7,2131.9,2136.4,3.875,549.53,16031.54,2068.09,24.493,5104.8
2141.9,2150.5,2118.5,2123.3,3.847,550.35,15939.59,2053.71,23.984,5078.6
2126.3,2128.4,2088.1,2091.6,3.857,558.37,16207.51,2074.31,23.991,5130.9
2095.7,2097.1,2047.0,2052.8,3.8615,565.48,16274.94,2076.4,23.364,5137.1
2054.7,2059.4,2036.0,2043.8,3.847,560.97,16091.92,2054.84,22.885,5096.3
2042.7,2047.4,2033.4,2039.7,3.8405,567.91,15947.74,2040.31,22.636,5069.8
2034.4,2038.0,2028.7,2031.0,3.841,557.84,16035.3,2056.11,22.651,5078.2
2029.1,2036.3,2025.0,2033.7,3.8255,567.93,15976.25,2028.97,22.638,5069.5
2039.4,2041.5,2015.6,2024.1,3.891,568.97,15996.82,2016.69,23.087,5088.8
2030.7,2045.5,2029.3,2036.5,3.915,565.47,16041.62,2013.84,23.003,5087.0
2034.3,2043.5,2030.9,2036.2,3.8875,555.65,15580.87,1994.74,23.094,4981.8
2039.8,2042.7,2023.9,2027.7,3.8755,556.56,15630.78,2004.14,23.351,4975.5
2027.5,2034.3,2024.65,2025.7,3.811,568.75,15775.65,2032.74,23.003,5005.6
2024.1,2027.2,2006.6,2016.1,3.8515,568.75,15775.65,2032.74,23.686,5005.6
2014.9,2020.2,2001.8,2004.8,3.7725,575.72,15906.17,2061.48,23.166,5029.7
2007.2,2047.3,2002.8,2033.7,3.711,575.61,15655.6,1964.17,22.154,4953.2
2033.0,2041.8,2025.4,2038.2,3.724,590.19,15942.54,2045.26,22.767,5021.8
2038.7,2051.9,2034.3,2049.7,3.6815,592.42,15990.66,2009.99,22.594,5026.6
2047.9,2053.8,2034.6,2051.0,3.702,585.5,15793.71,1979.7,22.636,4997.9
2051.7,2061.3,2046.4,2052.6,3.7355,590.63,15756.64,1950.36,22.36,4995.1
2051.4,2055.3,2038.8,2041.4,3.783,582.0,15609.0,1953.63,22.478,4954.2
2042.9,2059.1,2030.8,2057.9,3.7715,583.39,15597.68,1937.24,22.422,4942.8
2053.7,2074.7,2044.2,2072.0,3.8215,593.06,15628.95,1962.73,22.796,4958.6
2071.1,2083.2,2046.4,2057.9,3.8535,604.3,15361.64,1974.42,23.236,4906.2
2067.4,2074.6,2048.8,2055.3,3.906,598.62,15164.01,1947.34,23.169,4845.6
2050.9,2068.0,2047.1,2051.5,3.911,602.24,15509.9,1996.24,23.225,4925.0
2034.9,2046.5,2028.2,2035.8,3.879,550.95,15628.04,2011.42,23.134,4927.9
2026.6,2035.7,2025.4,2028.9,3.852,549.29,15455.36,1978.33,22.758,4891.0
2027.1,2034.0,2017.0,2025.4,3.869,554.77,15510.5,1975.88,22.814,4894.2
2025.4,2046.2,2021.9,2039.4,3.886,558.46,15481.92,1961.87,22.769,4868.6
2035.2,2045.4,2031.5,2032.8,3.7935,563.8,15425.94,1976.27,22.354,4864.6
2031.5,2043.0,2027.4,2040.4,3.7635,566.22,15360.29,1983.38,22.183,4850.4
2038.5,2050.1,2031.8,2033.7,3.7865,553.93,15310.97,1944.39,22.601,4839.8
2031.1,2034.2,2017.5,2021.3,3.745,546.46,15055.65,1923.65,22.699,4780.9
2015.9,2041.0,2014.6,2040.8,3.733,538.16,14855.62,1913.17,22.559,4739.2
2039.7,2069.7,2037.5,2060.0,3.7665,542.47,14944.35,1927.3,22.983,4766.0
2057.85,2062.5,2049.5,2051.3,3.7782,545.46,14972.76,1950.96,23.328,4783.8
2061.1,2075.8,2044.2,2045.0,3.7405,545.46,14972.76,1950.96,23.218,4783.8
2028.9,2060.1,2027.4,2039.4,3.7765,550.28,14970.18,1955.46,22.595,4780.2
2037.5,2052.0,2036.4,2046.2,3.781,546.66,14969.65,1970.26,22.956,4783.4
2033.0,2048.6,2031.9,2034.5,3.7585,539.75,14857.71,1968.04,23.091,4756.5
2033.5,2053.3,2022.7,2052.6,3.81,543.15,14843.77,1989.01,23.31,4763.5
2049.8,2071.1,2030.8,2051.4,3.806,538.05,14524.07,1951.14,23.315,4697.2
2050.0,2058.1,2043.3,2049.3,3.844,559.72,14510.3,1957.73,23.187,4688.7
2042.8,2074.3,2038.3,2067.9,3.8615,549.87,14592.21,1959.2,23.157,4704.8
2073.4,2088.1,2064.3,2072.7,3.8805,555.8,14765.94,2012.8,23.953,4742.8
2072.9,2075.7,2071.75,2071.75,3.8988,565.65,15011.35,2027.07,24.05,4769.8
2071.8,2084.1,2067.6,2076.1,3.8915,565.65,15011.35,2027.07,24.025,4769.8
2083.5,2098.2,2074.6,2089.5,3.9245,570.6,15095.14,2058.34,24.372,4783.4
2083.4,2085.3,2063.3,2068.0,3.956,565.62,15099.18,2066.21,24.57,4781.6
2060.4,2069.6,2056.3,2056.3,3.902,561.27,15074.57,2059.19,24.396,4774.8
2066.65,2067.6,2065.3,2065.3,3.9082,562.28,14992.97,2033.96,24.51,4754.6
2059.6,2072.3,2049.4,2051.5,3.905,562.28,14992.97,2033.96,24.565,4754.6
2041.8,2048.0,2034.0,2034.7,3.9175,553.02,14963.87,2017.07,24.585,4746.8
2038.1,2045.9,2031.6,2043.5,3.906,540.18,14777.94,1982.84,24.631,4698.4
2042.6,2050.0,2025.4,2031.0,3.898,542.53,15003.22,2020.95,24.321,4768.4
2030.9,2036.3,2020.8,2023.7,3.852,532.86,14905.19,1982.42,24.107,4740.6
2026.0,2049.6,2020.0,2038.0,3.8905,531.58,14813.92,1985.13,24.154,4719.2
2035.2,2053.0,2030.6,2031.6,3.8925,542.11,14761.56,2000.52,24.386,4719.6
1988.1,2033.3,1979.0,1985.5,3.7875,546.37,14733.96,1947.51,22.921,4707.1
1983.9,2002.7,1983.5,1989.0,3.7875,526.02,14533.4,1881.27,23.016,4643.7
1993.7,2023.7,1991.2,2020.0,3.7805,516.61,14432.49,1883.68,23.058,4622.4
2014.5,2050.4,2010.6,2045.7,3.8305,506.68,14403.97,1880.82,23.276,4604.4
2046.4,2057.2,2036.6,2043.4,3.7975,508.44,14339.99,1868.25,24.059,4585.6
2047.9,2053.4,2035.3,2037.8,3.7345,515.11,14146.71,1852.05,24.228,4549.3
2036.3,2059.6,2027.6,2049.0,3.784,523.43,14229.91,1856.04,24.546,4567.2
2042.2,2152.3,2038.4,2094.4,3.8355,525.49,14185.49,1882.02,24.907,4569.8
2089.7,2095.7,2052.6,2056.5,3.9315,527.7,14305.03,1862.64,25.857,4594.6
2057.2,2067.4,2051.2,2065.4,3.8505,520.85,14226.22,1809.02,25.66,4567.8
2067.1,2072.7,2055.9,2062.0,3.8255,526.57,14258.49,1803.81,25.443,4550.6
2050.5,2054.4,2022.9,2025.0,3.8285,523.84,14281.76,1792.81,25.302,4554.9
2023.1,2027.5,2012.7,2012.9,3.789,525.35,14241.02,1801.15,25.038,4550.4
2013.7,2014.1,2002.0,2002.5,3.8205,528.35,14250.86,1807.5,24.692,4559.3
1994.75,1999.4,1990.85,1991.6,3.7743,523.97,14265.86,1795.54,23.747,4556.6
2003.4,2015.0,1999.8,2010.4,3.797,523.97,14265.86,1795.54,24.033,4556.6
2012.0,2019.5,1993.2,1994.1,3.8395,524.89,14199.98,1783.26,24.221,4538.2
1990.7,1997.9,1978.1,1997.9,3.8335,522.21,14284.53,1807.08,23.959,4547.4
1984.7,1996.4,1981.1,1984.2,3.7345,521.42,14125.48,1797.77,23.852,4514.0
1987.3,1991.1,1959.0,1963.0,3.7025,524.27,14113.67,1773.76,23.933,4508.2
1964.3,1979.2,1958.8,1966.9,3.7185,521.75,14103.84,1801.22,23.538,4502.9
1966.5,1975.3,1938.8,1950.3,3.6835,518.05,14094.38,1798.32,23.132,4495.7
1950.2,1953.5,1935.6,1943.4,3.666,503.79,13767.74,1705.5,22.358,4411.6
1937.7,1965.6,1936.9,1964.1,3.587,514.26,13798.11,1705.33,22.281,4415.2
1969.8,1971.5,1948.3,1955.5,3.6405,506.22,13521.45,1687.24,22.905,4347.4
1957.8,1977.5,1953.2,1975.3,3.638,504.98,13650.41,1714.07,22.728,4382.8
1973.5,1985.2,1962.8,1984.8,3.679,497.3,13639.86,1733.15,22.589,4378.4
1988.6,2000.1,1984.2,1999.4,3.719,496.56,13518.78,1737.94,23.234,4366.0
1999.2,2011.9,1989.3,1993.5,3.6815,497.76,13478.28,1760.71,23.285,4358.3
1993.5,1999.2,1986.3,1992.0,3.6725,487.02,13294.19,1714.21,22.846,4317.8
1987.5,2005.9,1978.2,1993.3,3.649,471.85,13061.47,1669.7,22.79,4237.9
1994.3,2017.7,1987.4,2005.6,3.649,471.55,12851.24,1662.28,22.952,4193.8
2005.6,2016.8,1999.7,2013.5,3.6585,481.99,12789.48,1647.29,23.396,4166.8
1989.0,2009.8,1978.5,1987.5,3.646,476.19,12643.01,1636.94,22.774,4117.4
1987.9,1992.5,1974.4,1981.6,3.5845,481.55,12595.61,1657.0,22.795,4137.2
1985.5,1988.8,1971.0,1972.0,3.591,479.63,12821.22,1651.43,22.895,4186.8
1976.8,1980.3,1958.3,1975.1,3.624,488.05,13139.88,1679.5,22.999,4247.7
1978.2,1983.1,1963.6,1977.9,3.5865,487.59,13018.33,1665.89,23.095,4217.0
1994.4,2009.2,1983.7,1988.0,3.563,489.74,12983.81,1680.79,23.504,4224.2
1980.5,1990.2,1957.0,1960.1,3.601,497.27,13186.17,1702.7,23.031,4278.0
1968.3,1975.8,1935.9,1936.7,3.587,505.99,13314.3,1728.81,23.099,4314.6
1935.7,1944.5,1924.6,1933.3,3.5785,515.8,13533.75,1766.05,23.024,4373.2
1934.3,1943.0,1921.2,1941.3,3.582,515.46,13567.98,1747.06,22.765,4373.6
1941.5,1946.2,1881.5,1881.7,3.571,510.56,13407.23,1719.71,22.895,4327.8
1883.0,1898.3,1880.6,1888.1,3.591,520.09,13574.22,1734.25,21.959,4349.6
1887.3,1890.9,1871.7,1873.7,3.612,523.17,13659.68,1773.3,22.133,4376.9
1875.3,1879.1,1866.1,1875.4,3.634,520.78,13562.84,1775.95,21.953,4358.2
1864.3,1877.3,1857.5,1861.0,3.646,515.37,13484.24,1755.99,21.924,4335.7
1845.2,1849.0,1823.5,1834.3,3.6275,513.34,13431.34,1745.56,21.723,4308.5
1831.8,1843.5,1826.2,1837.6,3.552,498.13,13219.83,1731.51,21.019,4258.2
1834.8,1846.8,1831.6,1838.7,3.589,501.59,13236.01,1729.01,21.146,4263.8
1841.5,1849.3,1830.9,1844.9,3.621,495.46,13059.47,1727.15,21.377,4229.4
1847.2,1864.7,1842.7,1864.4,3.6415,506.99,13307.77,1756.82,21.421,4288.4
1866.1,1896.7,1862.3,1882.3,3.7375,513.08,13219.32,1785.1,22.45,4288.1
1878.6,1896.8,1874.5,1893.3,3.708,521.5,13201.28,1794.31,22.741,4299.7
1890.9,1921.7,1890.3,1918.8,3.6365,511.94,13092.85,1778.9,22.724,4274.5
1919.8,1935.5,1917.2,1935.1,3.649,516.26,13063.61,1761.61,23.196,4273.5
1936.6,1946.8,1933.8,1944.7,3.67,516.9,13271.32,1784.24,23.385,4337.4
1945.6,1949.1,1939.6,1939.6,3.696,513.16,13211.81,1776.5,23.844,4320.1
1939.6,1952.2,1933.1,1952.0,3.696,515.42,13223.99,1781.83,23.687,4330.0
1967.1,1968.9,1948.6,1953.0,3.776,535.04,13469.13,1810.1,23.836,4402.2
1953.7,1958.9,1950.9,1955.3,3.747,538.05,13678.19,1826.53,23.456,4443.9
1953.4,1955.7,1943.8,1945.7,3.779,533.09,13710.24,1834.3,23.498,4453.5
1946.2,1952.4,1931.2,1932.5,3.801,530.08,13708.33,1847.03,23.386,4450.3
1932.8,1934.5,1921.7,1930.7,3.8215,538.69,13926.05,1866.63,22.994,4505.1
1932.5,1938.4,1927.2,1935.2,3.793,535.25,13813.58,1840.84,23.181,4467.4
1935.1,1947.5,1929.9,1945.6,3.792,525.97,13773.62,1855.32,23.402,4461.9
1947.2,1954.6,1939.5,1943.3,3.807,536.16,13917.89,1855.14,23.383,4487.5
1942.7,1954.0,1940.8,1943.8,3.7165,533.79,13761.53,1851.55,23.174,4457.5
1942.5,1947.9,1940.3,1942.2,3.762,546.49,13748.83,1855.76,23.24,4451.1
1944.2,1954.5,1940.0,1951.5,3.786,541.84,13872.47,1874.28,23.503,4465.5
1952.6,1972.6,1950.6,1966.7,3.8485,541.16,14020.95,1880.45,23.873,4496.8
1963.25,1972.55,1962.55,1966.6,3.832,541.39,14031.82,1920.83,24.305,4515.8
1966.65,1967.05,1965.5,1966.4,3.855,541.39,14031.82,1920.83,24.532,4515.8
1967.1,1980.2,1960.7,1966.4,3.852,541.39,14031.82,1920.83,24.562,4515.8
1965.9,1974.9,1965.5,1970.2,3.822,543.62,14034.97,1899.68,24.812,4507.7
1973.0,1977.1,1962.8,1966.0,3.844,544.13,14019.31,1903.21,25.104,4514.9
1965.1,1966.5,1941.7,1948.1,3.8295,538.61,13943.76,1895.54,25.139,4497.6
1946.8,1954.2,1940.1,1944.0,3.7855,532.15,13705.13,1869.01,24.605,4433.3
1939.9,1950.4,1931.0,1944.9,3.779,531.15,13590.65,1853.63,24.583,4405.7
1947.1,1951.3,1939.2,1944.9,3.7875,532.46,13463.97,1846.28,24.575,4376.3
1948.1,1949.7,1926.2,1926.8,3.8305,535.85,13721.03,1870.03,24.71,4436.0
1926.0,1933.2,1917.5,1924.0,3.7825,527.91,13505.87,1850.84,23.763,4387.6
1923.0,1927.9,1913.6,1918.4,3.7465,524.74,13497.59,1856.01,23.659,4399.8
1916.5,1926.0,1915.9,1919.2,3.706,520.17,13290.78,1859.42,22.733,4369.7
1915.2,1933.5,1914.2,1922.4,3.6915,520.75,13316.93,1850.06,22.715,4370.4
1928.3,1938.2,1922.0,1933.1,3.6575,529.63,13474.63,1871.52,22.535,4404.3
1935.2,1944.3,1927.5,1939.4,3.6675,533.82,13631.05,1895.76,22.656,4437.9
1944.0,1948.2,1934.2,1945.6,3.7255,547.28,13788.33,1920.49,22.708,4489.7
1946.6,1953.6,1942.7,1944.9,3.719,548.99,13644.85,1925.11,22.743,4464.1
1948.9,1963.5,1944.4,1947.7,3.765,546.86,13721.03,1922.62,22.821,4468.8
1950.6,1966.1,1947.2,1959.3,3.7835,546.2,13705.08,1930.77,22.731,4467.7
1959.9,1972.8,1956.5,1971.5,3.7665,548.07,13867.19,1947.42,22.807,4499.4
1970.0,1981.7,1966.1,1977.6,3.835,551.5,13977.13,1958.94,23.232,4518.4
1976.1,1984.2,1954.5,1969.6,3.8675,542.26,13892.07,1957.46,23.716,4478.0
1968.8,1974.5,1964.5,1970.8,3.8995,543.78,13959.71,1961.4,23.697,4501.9
1975.0,1992.2,1969.1,1988.9,3.8435,545.25,13973.45,1966.83,23.872,4513.4
1978.8,2004.4,1978.3,2004.2,3.9085,545.94,14283.91,1994.17,24.326,4576.7
2009.2,2010.9,1986.7,1997.9,4.008,548.08,14346.02,2003.18,24.972,4589.0
1999.9,2002.0,1983.9,1985.3,3.9265,550.28,14316.66,1981.54,24.495,4582.2
1965.3,2002.0,1961.4,1991.8,3.8755,553.6,14050.11,1954.9,24.243,4537.4
1989.7,1999.3,1982.8,1985.9,3.902,557.25,14127.28,1980.36,24.841,4566.8
1983.1,1986.2,1971.1,1976.1,3.9155,548.2,14144.55,1966.11,24.695,4567.5
1981.6,1988.7,1974.7,1983.2,3.8555,502.75,14058.87,1965.68,24.451,4554.6
1966.6,1975.9,1958.8,1972.1,3.818,511.42,14032.8,1960.26,24.855,4536.3
1970.9,1989.8,1967.7,1980.0,3.8345,509.66,14063.31,1967.16,24.992,4534.9
1980.8,1984.6,1973.3,1982.5,3.814,507.94,14358.02,1984.89,25.387,4565.7
1980.8,1988.3,1958.1,1958.3,3.8295,502.83,14353.64,1976.07,25.256,4555.0
1956.4,1963.6,1949.0,1958.6,3.844,499.25,14244.95,1951.27,25.018,4522.8
1964.4,1967.8,1954.7,1965.2,3.933,497.18,14113.7,1931.09,25.194,4505.4
1963.8,1968.5,1956.6,1962.7,3.94,497.78,14138.57,1950.89,24.949,4510.0
1961.7,1965.1,1937.5,1938.0,3.853,497.75,13918.96,1933.38,24.31,4472.2
1937.1,1944.5,1929.8,1930.8,3.766,486.65,13760.7,1913.36,23.281,4439.3
1931.0,1933.7,1918.0,1930.7,3.7845,480.63,13685.48,1895.25,23.345,4409.5
1932.5,1941.1,1915.4,1916.6,3.782,471.75,13660.72,1864.66,23.289,4398.9
1915.4,1934.0,1908.5,1922.4,3.7345,469.46,13679.04,1842.23,22.89,4411.6
1927.1,1942.9,1922.1,1929.1,3.7685,473.32,13791.65,1872.91,23.402,4446.8
1933.95,1938.05,1927.75,1928.85,3.7843,472.82,13816.77,1896.78,23.168,4455.6
1929.5,1939.9,1917.7,1927.8,3.794,472.82,13816.77,1896.78,23.112,4455.6
1929.4,1930.8,1908.1,1916.4,3.7595,469.29,13787.92,1888.73,22.81,4450.4
1917.9,1921.3,1900.6,1916.5,3.699,462.07,13591.33,1881.59,22.591,4396.4
1913.4,1916.7,1903.6,1915.2,3.7425,463.32,13591.75,1858.71,22.868,4376.9
1915.1,1930.2,1912.3,1927.4,3.7885,465.08,13555.67,1849.93,22.939,4378.4
1925.1,1934.5,1923.0,1926.4,3.8045,463.25,13335.78,1823.26,22.805,4328.8
1921.0,1939.3,1911.3,1915.0,3.8155,465.15,13492.52,1821.64,22.328,4348.3
1915.0,1935.9,1914.0,1935.9,3.9005,467.2,13630.61,1848.18,22.436,4381.9
1936.1,1940.7,1922.2,1939.5,3.9105,474.65,13502.2,1863.02,22.774,4365.7
1938.9,1961.7,1932.4,1961.7,3.8935,473.78,13667.29,1866.7,23.193,4388.7
1964.05,1970.85,1959.9,1969.55,3.8643,477.73,13689.57,1875.47,24.062,4409.6
1969.45,1971.7,1968.65,1970.85,3.8738,477.73,13689.57,1875.47,24.198,4409.6
1962.2,1970.6,1956.7,1961.3,3.8985,477.73,13689.57,1875.47,24.076,4409.6
1961.8,1963.7,1929.6,1948.8,3.904,487.55,13782.82,1889.28,23.891,4425.8
1968.9,1973.9,1952.5,1957.2,3.87,486.2,13626.48,1874.1,24.105,4372.6
1958.6,1985.9,1953.0,1971.4,3.831,479.99,13573.32,1896.33,23.822,4369.0
1969.7,1981.4,1963.1,1975.6,3.752,474.18,13461.92,1873.21,24.059,4338.9
1977.2,1987.8,1971.0,1980.5,3.789,473.85,13259.14,1865.71,24.41,4298.9
1978.6,1985.7,1955.2,1956.2,3.795,480.87,13238.52,1880.78,24.348,4293.9
1958.4,1986.5,1955.4,1980.0,3.756,472.49,13104.89,1888.45,23.529,4267.5
1981.5,1982.9,1970.3,1978.0,3.7685,477.24,13276.42,1855.4,23.67,4283.9
1974.3,1980.4,1953.8,1962.3,3.768,480.81,13229.43,1806.71,23.635,4273.8
1969.6,2000.5,1963.7,1994.6,3.7275,478.76,13240.77,1830.91,23.747,4282.4
1995.5,2000.7,1970.1,1981.3,3.711,466.97,13100.98,1767.94,23.987,4221.0
1982.1,1993.1,1971.8,1977.5,3.637,470.53,12935.29,1749.65,23.587,4179.8
1977.1,1981.9,1949.6,1961.3,3.663,471.41,13017.43,1767.29,23.239,4205.5
1959.75,1968.15,1958.1,1961.45,3.6717,475.83,12975.69,1773.02,23.267,4205.4
1961.5,1964.55,1960.05,1964.55,3.675,475.83,12975.69,1773.02,23.413,4205.4
1963.1,1975.7,1954.7,1961.8,3.6755,475.83,12975.69,1773.02,23.248,4205.4
1943.1,1965.4,1939.0,1959.5,3.5825,466.51,12698.09,1754.61,22.803,4151.3
1962.8,1975.4,1969.2,1975.4,3.5615,457.19,12484.16,1767.0,23.132,4115.2
1972.4,1980.0,1955.8,1973.9,3.6545,460.1,12560.25,1787.72,23.509,4145.6
1974.8,1980.5,1980.5,1980.5,3.685,472.42,12720.78,1795.38,23.743,4192.6
1978.7,1976.7,1960.0,1960.0,3.732,469.84,12657.9,1773.72,23.948,4192.0
1956.5,1956.8,1956.8,1956.8,3.6895,472.25,12688.84,1784.86,23.523,4198.1
1980.7,1983.6,1983.6,1983.6,3.7545,461.27,12500.57,1774.5,23.789,4158.8
1988.4,2022.7,1989.1,2021.3,3.667,456.98,12343.05,1736.18,23.783,4109.9
2018.0,2017.1,2013.8,2013.8,3.751,463.56,12365.21,1761.55,24.175,4136.3
2019.8,2027.8,2005.7,2020.5,3.7285,469.63,12284.74,1740.85,24.154,4124.1
2020.5,2047.6,2016.7,2036.8,3.71,470.4,12328.51,1744.71,24.424,4130.6
2037.1,2056.0,2028.3,2041.6,3.841,476.07,12306.44,1759.51,25.658,4137.6
2042.9,2045.1,2026.4,2028.4,3.9015,472.87,12179.55,1749.68,25.898,4119.2
2033.2,2037.1,2022.0,2024.6,3.9295,472.88,12256.92,1754.47,25.834,4138.1
2024.8,2061.3,2007.0,2058.0,3.883,473.65,12235.41,1759.88,25.93,4136.2
2055.7,2085.4,2038.5,2054.7,3.863,461.55,11966.4,1718.81,26.358,4061.2
2037.0,2050.0,2016.0,2026.4,3.845,465.77,12025.33,1739.28,25.681,4090.8
2023.3,2028.8,1986.9,1990.5,3.8625,468.49,12080.51,1732.11,25.619,4119.6
1992.2,2015.4,1985.7,2000.2,3.934,483.03,12212.6,1769.21,25.23,4167.9
1999.1,2004.1,1984.4,1997.2,3.8905,482.45,12226.58,1768.99,25.226,4169.5
1999.0,2013.3,1982.0,1999.8,3.884,464.29,12142.24,1751.22,25.209,4135.4
1986.9,2009.8,1986.6,2000.0,3.8615,458.22,11854.35,1730.41,25.071,4056.0
1995.1,2005.0,1979.3,1995.4,3.865,471.15,11799.16,1745.95,25.088,4071.6
1990.6,1991.0,1975.3,1983.2,3.9645,544.61,12037.2,1788.87,25.524,4137.0
1981.3,2007.0,1973.0,2005.1,3.9865,544.6,12072.46,1791.51,25.28,4133.5
2009.8,2014.5,1994.2,1996.5,4.0325,546.58,12059.56,1789.7,25.595,4129.8
1998.0,2009.7,1971.9,2008.5,4.081,545.48,12157.23,1799.44,25.59,4154.5
2010.3,2013.4,1994.5,1997.1,4.0965,544.46,12153.41,1795.55,25.484,4154.9
1994.2,2007.6,1983.2,2002.7,4.066,537.57,12157.72,1802.84,25.088,4151.3
2002.2,2047.8,1995.0,2041.0,4.1065,540.03,12123.46,1781.15,25.46,4137.6
2041.3,2048.6,2015.6,2015.6,4.124,542.61,12166.27,1796.68,25.925,4146.2
2010.9,2025.7,2005.2,2005.2,4.081,530.83,11929.34,1773.7,25.458,4091.9
2004.8,2006.5,1991.4,1991.4,4.0195,529.67,12031.88,1786.6,25.186,4108.9
1989.1,2006.6,1984.0,2000.0,3.9765,528.44,12084.36,1772.44,24.912,4109.1
